Site,Lat,Long,aspect,subD16,subD50,subD84,D84B,surD16,surD50,surD84,subD50range,sub_var,sur_var,obs_vol,est_perc_loss,initial_vol_est,DF_size,vol_lpred_error,vol_upred_error,obs_vol_low,obs_vol_high,Gartner.2008,G14_volmin_2yr,G14_vol_2yr,G14_volmax_2yr,G14_volmin_100yr,G14_vol_100yr,G14_volmax_100yr,cat_area,relief,mean_cat_elev,himod_perc,himod_area,slope23_perc,avg_slope,sort_unsort,clast_matrix,strat,boulder_perc,GSD_Q,Vol_Q,dom_lith,Lith_type,X2yr_storm,X100yr_storm,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,NWs,P2O5Ws,SiO2Ws,PctAlluvCoastWs,PctEolFineWs,PctCarbResidWs,PctNonCarbResidWs,PctSilicicWs,CompStrgthWs,HydrlCondWs,AvgWetIndxWs,ClayWs,AgKffactWs,PermWs,RckdepWs,OmWs,SandWs,PctBl2011Ws,PctConif2011Ws,PctDecid2011Ws,PctGrs2011Ws,PctHay2011Ws,PctHbWet2011Ws,PctMxFst2011Ws,PctShrb2011Ws,Precip8110Ws,RunoffWs,Tmean8110Ws,WtDepWs,subD50_phi,order,ln_comp,sqrt_comp,ln_clay,sqrt_clay,inv_sqrt_clay,inv_ln_clay,negsqrt_clay,ln_tmean,sqrt_tmean,inv_sqrt_tmean,inv_ln_tmean,ln_p2o5,sqrt_p2o5,ln_runoff,sqrt_runoff,inv_sqrt_runoff,inv_runoff,negsqrt_runoff,inv_ln_runoff,cuberoot_runoff,ln_perm,sqrt_perm,ln_wet,sqrt_wet,invsqrt_wet,invln_wet,ln_decid,sqrt_decid,ln_sand,sqrt_sand,ln_precip,sqrt_precip,inv_precip,ln_n,sqrt_n,ln_rckdep,sqrt_rckdep,ln_alluv,sqrt_alluv,ln_hb,sqrt_hb,ln_avgslope,sqrt_avgslope,pred,resid
Twelve Kilometer,44.99476,-110.19465,NA,0.006,0.15,2.31,NA,,,,NA,8.59,,11000,,11000,medium,-28,30,7920,14300,NA,399.5673079,3198.324095,25600.8858,399.5673079,3198.324095,25600.8858,1.75,819,2473,82,1.44,35,33.84120178,,,,,,NA,volcanic,igneous,,,15.07,5.67,8.19,1.95,3.16,2.98,0.06,0.23,57.38490188,0,0,0,0,73.52,107.19,1.43,289,10.33,0,10.25,110.29,0.65,52.37,0,86.16,0.25,1.52,0,0.22,0,11.83,751.13,463,1.1,165.61,-2.736965594,32,4.6746029607,10.353260356,2.3350522831,3.214031736,0.3111356956,0.4282559355,-3.214031736,0.0953101798,1.0488088482,0.9534625892,10.492058687,-1.46967597,0.4795831523,6.1377270541,21.517434791,0.0464739412,0.0021598272,-21.51743479,0.1629267628,7.7361876767,2.3272777056,3.2015621187,5.6664266881,17,0.0588235294,0.1764780619,-1.386294361,0.5,3.9583339083,7.2367119606,6.6215787393,27.406750993,0.0013313275,-2.813410717,0.2449489743,4.7031132603,10.501904589,,0,-1.514127733,0.469041576,3.5216790477,5.8173191231,-1.872138712,-0.864826882
Shingle Creek site,38.486138,-112.497659,NA,2.78,27.41,75.1,NA,7.66,40.86,116.12,NA,2.47,4.84,,,,,,,,,NA,106.9729253,856.2614555,6853.918203,199.2796435,1595.127711,12768.15018,0.23,287,2914,92,0.21,11,15.6,,,,,,NA,volcanic,igneous,5.2,15.02,13.82,2.6,4.49,3.32,1.27,3.3,0.03,0.14,67.83439124,0,0,0,7.41,92.59,75.95,0.05,292,41.82,0,1.46,145.69,0.24,18.97,0,18.25,2.38,0.01,0,0,0.89,78.39,716.44,66,5.48,182.88,4.7766304231,33,4.330075229,8.7149297186,3.733374694,6.4668384857,0.1546350666,0.2678541754,-6.466838486,1.701105101,2.3409399821,0.4271788289,0.5878531547,-1.966112856,0.3741657387,4.189654742,8.1240384046,0.123091491,0.0151515152,-8.124038405,0.2386831521,4.0412400206,0.3784364357,1.2083045974,5.6767538023,17.088007491,0.0585205736,0.1761570142,0.8671004877,1.5427248621,2.9428587839,4.3554563481,6.5742945034,26.766396844,0.0013957903,-3.506557897,0.1732050808,4.9814810767,12.070211266,,0,,0,2.7472709143,3.9496835316,4.0983072939,0.6783231292
Shingle Creek site,38.521416,-112.48801,NA,5.8,11.37,32.1,NA,4.9,45,140.26,NA,5.23,,,,,,,,,,NA,718.2384938,5749.117697,46018.63389,1318.540648,10554.21763,84480.90695,4,599,2744,78,3.12,13,25.81769943,,,,,,NA,volcanic,igneous,4.7,13.88,14.02,2.39,5.94,3.27,1.28,3.07,0.07,0.15,65.54788264,6.17,0,0,3.45,90.38,65.35,0.95,234.06,16.99,0,7.09,139.02,0.81,41.63,7.37,33.5,5.27,0.62,0,0,2.64,50.59,796.22,67.42,4.85,182.88,3.5071603491,34,4.1797574401,8.0839346855,2.8326249357,4.1218927691,0.2426069905,0.3530294418,-4.121892769,1.5789787049,2.2022715546,0.4540766092,0.6333207642,-1.897119985,0.3872983346,4.2109417098,8.2109682742,0.1217883161,0.0148323939,-8.210968274,0.2374765715,4.0700172452,1.9586853405,2.6627053911,5.4555774927,15.299019576,0.0653636656,0.1832986519,1.6620303626,2.2956480566,3.7288210612,6.4521314308,6.6798755296,28.217370537,0.0012559343,-2.659260037,0.2645751311,4.9346178077,11.790674281,1.8196988379,2.4839484697,,0,3.2510602811,5.0811120269,2.2820368167,1.2251235324
Fish Creek Site 1,38.501214,-112.453485,NA,2.21,11.29,82.8,NA,,,,NA,3.41,,,,,,,,,,NA,107.5125165,860.5805959,6888.490628,196.1069829,1569.732248,12564.87298,0.24,322,2341,73,0.18,73,26.70560074,,,,,,NA,sandstone,sedimentary,4.55,13.5,14.02,2.39,5.94,3.27,1.28,3.07,0.07,0.15,65.54788264,6.17,0,0,3.45,90.38,65.35,0.95,234.06,16.99,0,7.09,139.02,0.81,41.63,7.37,33.5,5.27,0.62,0,0,2.64,50.59,796.22,67.42,4.85,182.88,3.496973581,35,4.1797574401,8.0839346855,2.8326249357,4.1218927691,0.2426069905,0.3530294418,-4.121892769,1.5789787049,2.2022715546,0.4540766092,0.6333207642,-1.897119985,0.3872983346,4.2109417098,8.2109682742,0.1217883161,0.0148323939,-8.210968274,0.2374765715,4.0700172452,1.9586853405,2.6627053911,5.4555774927,15.299019576,0.0653636656,0.1832986519,1.6620303626,2.2956480566,3.7288210612,6.4521314308,6.6798755296,28.217370537,0.0012559343,-2.659260037,0.2645751311,4.9346178077,11.790674281,1.8196988379,2.4839484697,,0,3.284873309,5.1677461954,2.2820368167,1.2149367643
Fish Creek Site 2,38.504078,-112.456199,NA,1.21,4.1,12.87,NA,,,,NA,4.84,,,,,,,,,,NA,727.9719159,5827.028571,46642.26906,1326.636229,10619.01845,84999.60311,1.15,756,2526,98,1.13,71,25.60759926,,,,,,NA,volcanic,igneous,4.56,13.5,14.02,2.39,5.94,3.27,1.28,3.07,0.07,0.15,65.54788264,6.17,0,0,3.45,90.38,65.35,0.95,234.06,16.99,0,7.09,139.02,0.81,41.63,7.37,33.5,5.27,0.62,0,0,2.64,50.59,796.22,67.42,4.85,182.88,2.0356239097,36,4.1797574401,8.0839346855,2.8326249357,4.1218927691,0.2426069905,0.3530294418,-4.121892769,1.5789787049,2.2022715546,0.4540766092,0.6333207642,-1.897119985,0.3872983346,4.2109417098,8.2109682742,0.1217883161,0.0148323939,-8.210968274,0.2374765715,4.0700172452,1.9586853405,2.6627053911,5.4555774927,15.299019576,0.0653636656,0.1832986519,1.6620303626,2.2956480566,3.7288210612,6.4521314308,6.6798755296,28.217370537,0.0012559343,-2.659260037,0.2645751311,4.9346178077,11.790674281,1.8196988379,2.4839484697,,0,3.2428891535,5.0603951684,2.2820368167,-0.246412907
Fish Creek Site 3,38.504983,-112.456048,NA,0.76,5.76,21.8,NA,,,,NA,4.2,,,,,,,,,,NA,218.0388245,1745.284993,13970.07947,395.3156732,3164.292017,25328.47709,0.75,387,2345,92,0.69,61,23.19199944,,,,,,NA,volcanic,igneous,4.43,13.18,14.02,2.39,5.92,3.27,1.28,3.07,0.07,0.15,65.58335426,5.95,0,0,3.32,90.73,65.41,0.93,235.01,17.64,0,6.98,138.66,0.8,40.91,7.11,32.91,5.09,0.6,0,0,2.57,51.72,790.36,67.44,4.91,182.88,2.5260688117,37,4.180675152,8.0876448982,2.8701690506,4.2,0.2380952381,0.3484115334,-4.2,1.5912739418,2.2158519806,0.4512936824,0.6284273083,-1.897119985,0.3872983346,4.2112383137,8.2121860671,0.121770256,0.0148279953,-8.212186067,0.2374598457,4.0704196594,1.9430489168,2.6419689627,5.4596280664,15.330035877,0.0652314194,0.1831626601,1.6272778306,2.2561028345,3.7113745319,6.3960925572,6.6724885379,28.113342028,0.0012652462,-2.659260037,0.2645751311,4.9320248935,11.775398082,1.7833912196,2.4392621835,,0,3.1438073675,4.815807247,2.3361854773,0.1898833344
Fish Creek Site 4,38.51433,-112.459064,NA,1.96,3.98,36.1,NA,,,,NA,4.13,,,,,,,,,,NA,908.8478246,7274.84416,58231.26394,1658.262616,13273.51156,106247.4107,2.1,795,2570,77,1.62,51,17.15390015,,,,,,NA,volcanic,igneous,4.57,13.54,13.77,2.3,5.94,3.2,1.26,2.95,0.07,0.15,65.63661055,5.49,0,0,7.05,87.46,64.55,1.03,238.6,18.47,0,6.95,136.56,0.81,39.58,6.56,32.37,4.72,0.55,0,0,2.37,53.41,773.05,67.48,5.08,182.88,1.9927684308,38,4.1674401173,8.0343014631,2.9161477942,4.2976737894,0.2326840168,0.3429181477,-4.297673789,1.6253112616,2.2538855339,0.4436782547,0.6152667637,-1.897119985,0.3872983346,4.2118312577,8.2146211112,0.1217341599,0.0148192057,-8.214621111,0.2374264159,4.0712242492,1.9387416596,2.6362852653,5.4747885097,15.446682492,0.0647388202,0.1826554575,1.5518087996,2.1725560982,3.6783239402,6.291263784,6.6503437295,27.803776722,0.0012935774,-2.659260037,0.2645751311,4.9167640785,11.685888926,1.7029282555,2.3430749028,,0,2.8422255618,4.1417267112,2.44622488,-0.453456449
Fish Creek Site 5,38.519456,-112.456953,NA,2.81,13,49.32,NA,,,,NA,2.97,,,,,,,,,,NA,773.1647127,6188.772908,49537.84036,1391.777031,11140.43598,89173.27352,2.3,709,2448,87,2,40,16.09499931,,,,,,NA,alluvium,sedimentary,4.2,12.65,13.48,2.23,5.84,3.12,1.24,2.82,0.07,0.15,65.89228995,5.19,0,0,12.17,82.65,65.19,1.04,240.67,18.75,0,7.02,134.55,0.83,38.83,6.2,32.15,4.63,0.52,0,0,2.24,54.24,759.73,67.51,5.2,182.88,3.7004397181,39,4.1773060829,8.0740324498,2.9311937524,4.3301270189,0.2309401077,0.3411579324,-4.330127019,1.6486586256,2.2803508502,0.4385290097,0.6065537064,-1.897119985,0.3872983346,4.2122757351,8.2164469207,0.1217071089,0.0148126204,-8.216446921,0.2374013628,4.0718274829,1.948763218,2.6495282599,5.4834267005,15.513542471,0.06445981,0.1823677154,1.5325568681,2.1517434791,3.6591931437,6.2313722405,6.632963107,27.563200104,0.0013162571,-2.659260037,0.2645751311,4.9019358772,11.599568958,1.6467336972,2.27815715,,0,2.7785086219,4.0118573392,2.4496105201,1.250829198
Fish Creek Site 6,38.534683,-112.45243,NA,1.65,4,12.94,NA,,,,NA,3.46,,,,,,,,,,NA,480.7279743,3847.972126,30800.97327,861.1294148,6892.883632,55173.87276,2.88,506,2336,85,2.45,21,12.98200035,,,,,,NA,sandstone,sedimentary,4.09,12.37,7.8,1.53,2.54,1.63,1.12,0.64,0.01,0.12,72.09735201,0,0,0,100,0,99.45,0.11,310.28,23.64,0,8.28,100.01,1.17,25.77,0,6.33,0,0,0,0,0,93.67,509.48,68,7.32,182.88,2,40,4.5996550053,9.9724620832,3.1629401925,4.8620983125,0.2056725174,0.3161615267,-4.862098312,1.990610328,2.7055498517,0.3696106355,0.5023584907,-2.120263536,0.3464101615,4.2195077052,8.2462112512,0.1212678125,0.0147058824,-8.246211251,0.2369944718,4.0816551019,2.1138429684,2.877498914,5.7374751156,17.614766533,0.0567705509,0.1742926949,,0,3.2492110247,5.0764160586,6.2333905977,22.571663652,0.0019627856,-4.605170186,0.1,4.605270181,10.000499988,,0,,0,2.5635638096,3.6030543085,1.7655815084,0.2344184916
Fish Creek Site 7,38.540412,-112.448812,NA,1.18,3.97,13,NA,,,,NA,,,,,,,,,,,NA,388.4484018,3109.323157,24888.48056,696.4429745,5574.65614,44622.16178,3.1,463,2258,72,2.23,19,26.46,,,,,,NA,sandstone,sedimentary,3.56,11.45,14.77,4.14,4.64,3.28,2.2,3.47,0.01,0.19,63.75778808,0,0,0,0,100,142.33,2.42,238.33,12.74,0,10.15,43.09,0.26,64.36,0.09,1.27,0,0,0,0,0.05,97.9,487.95,17,18.47,182.88,1.9891390074,41,4.9581483051,11.930213745,2.5447466501,3.5693136595,0.2801659073,0.3929664275,-3.56931366,2.9161477942,4.2976737894,0.2326840168,0.3429181477,-1.660731207,0.4358898944,2.8332133441,4.1231056256,0.242535625,0.0588235294,-4.123105626,0.3529561239,2.5712815907,2.3174737055,3.1859064644,5.4736562679,15.437940277,0.0647754805,0.1826932403,,0,4.1644923221,8.0224684481,6.1902129416,22.089590309,0.0020493903,-4.605170186,0.1,3.7632909516,6.5642973729,,0,,0,3.2756341587,5.1439284598,0.6293462357,1.3597927716
Big Tujunga 2009,34.287191,-118.233604,NA,0.078,0.35,10.39,NA,,,,NA,7.21,,,,,,,,,,NA,1321.496986,10577.88155,84670.32401,2558.407137,20478.6904,163921.0407,1.37,977,1060,97,1.33,89,35.4,,,,,,NA,granite,igneous,5.1,15.62,15.65,3.89,3.8,3.05,1.78,3.62,0.01,0.17,65.06386566,0,0,0,0,100,152.71,0.02,189.08,18.21,0,6.07,45.2,1.01,32.05,0,39.24,0,0,0,0,2.73,57.59,755.06,121,15.74,182.88,-1.514573173,42,5.028540698,12.357588762,2.9019708937,4.2673176587,0.2343392454,0.3445933942,-4.267317659,2.756205243,3.967366885,0.2520563459,0.362817683,-1.771956842,0.4123105626,4.7957905456,11,0.0909090909,0.0082644628,-11,0.2085161957,4.9460874432,1.8033586051,2.463736999,5.2421702059,13.750636349,0.0727239071,0.1907606889,,0,3.4672971834,5.6612719419,6.6267972163,27.478355118,0.0013243981,-4.605170186,0.1,3.8110970868,6.7230945256,,0,,0,3.5667118201,5.9497899123,0.8981966656,-2.412769838
Big Tujunga 2010,34.287191,-118.233604,NA,0.26,13.83,38.58,NA,,,,NA,7.56,,,,,,,,,,NA,1321.496986,10577.88155,84670.32401,2558.407137,20478.6904,163921.0407,1.37,977,1060,97,1.33,89,35.6,,,,,,NA,granite,igneous,5.1,15.62,13.27,2.74,12.59,2.63,1.33,2.5,0.34,0.15,53.62882802,45.23,0,0,0,54.77,95.51,51.26,307.27,18.65,0,8.02,72.78,0.62,38.75,0.12,3.74,0,0.6,0,0,0.12,47.48,673.92,121,16.68,153.48,3.7897292514,43,4.559230954,9.772921774,2.9258461461,4.3185645763,0.2315584223,0.3417814711,-4.318564576,2.8142103969,4.0841155713,0.2448510534,0.355339459,-1.897119985,0.3872983346,4.7957905456,11,0.0909090909,0.0082644628,-11,0.2085161957,4.9460874432,2.0819384219,2.8319604517,5.7277268399,17.529118632,0.0570479338,0.1745893315,,0,3.6571307558,6.224949799,6.5131114095,25.959969183,0.0014838557,-1.078809661,0.5830951895,4.2874411922,8.5311195045,3.8117605835,6.7253252709,,0,3.5723456379,5.9665735561,3.1269565719,0.6627726795
Dunsmore 1,34.259485,-118.24203,NA,0.24,16.12,45.42,NA,,,,NA,7.69,,,,,,,,,,NA,248.1050446,1985.949117,15896.46797,463.4012526,3709.280922,29690.82383,0.475,559,1268,43,0.2,92,35.6,,,,,,NA,granite,igneous,5,14.73,13.27,2.74,12.59,2.63,1.33,2.5,0.34,0.15,53.62882802,45.23,0,0,0,54.77,95.51,51.26,307.27,18.65,0,8.02,72.78,0.62,38.75,0.12,3.74,0,0.6,0,0,0.12,47.48,673.92,121,16.68,153.48,4.0107798388,44,4.559230954,9.772921774,2.9258461461,4.3185645763,0.2315584223,0.3417814711,-4.318564576,2.8142103969,4.0841155713,0.2448510534,0.355339459,-1.897119985,0.3872983346,4.7957905456,11,0.0909090909,0.0082644628,-11,0.2085161957,4.9460874432,2.0819384219,2.8319604517,5.7277268399,17.529118632,0.0570479338,0.1745893315,,0,3.6571307558,6.224949799,6.5131114095,25.959969183,0.0014838557,-1.078809661,0.5830951895,4.2874411922,8.5311195045,3.8117605835,6.7253252709,,0,3.5723456379,5.9665735561,3.1269565719,0.8838232668
Dunsmore 2,34.252883,-118.246537,NA,0.21,12.18,43.3,NA,,,,NA,,,,,,,,,,,NA,75.16414405,601.6490545,4815.881154,140.3887557,1123.737431,8994.921335,0.0795,332,983,66,0.05,92,37.34579849,,,,,,NA,granite,igneous,5,14.73,8.44,10.53,6.57,1.79,2.69,0.85,0.18,0.16,46.70525231,12.05,0,0.71,74.56,4.92,63.95,32.88,450.21,18.06,0.01,8.37,102.15,0.42,44.71,1.46,10.65,0.9,7.43,2.48,1.35,0.21,72.98,348.4,151.83,4.08,175.64,3.6064422281,45,4.158101528,7.9968743894,2.893699548,4.2497058722,0.2353104027,0.3455783793,-4.249705872,1.4060969884,2.0199009877,0.4950737715,0.7111884943,-1.832581464,0.4,5.0227614739,12.321931667,0.0811561066,0.0065863136,-12.32193167,0.1990936669,5.3348129575,2.1246538845,2.8930952283,6.1097141406,21.218152606,0.0471294565,0.1636737787,-0.105360516,0.9486832981,3.8001971902,6.6865536714,5.853351245,18.665476153,0.0028702641,-1.714798428,0.4242640687,4.6264423213,10.106928317,2.4890646599,3.4713109915,0.3001045925,1.1618950039,3.620220415,6.1111208865,2.7139265504,0.8925156777
